,Entity,Code,Year,Solar (% electricity)
103,Africa (Ember),AFG,0.04861117196402275,-0.28634904284965884
104,Africa (Ember),AFG,0.15250148691421347,-0.28555028982068237
105,Africa (Ember),AFG,0.2563918018644042,-0.28389426309419324
106,Africa (Ember),AFG,0.3602821168145949,-0.25963804538031504
107,Africa (Ember),AFG,0.4641724317647856,-0.2524989770164861
108,Africa (Ember),AFG,0.5680627467149764,-0.25097710707730175
109,Africa (Ember),AFG,0.671953061665167,-0.25330747633176054
110,Africa (Ember),AFG,0.7758433766153577,-0.16698170759513417
111,Africa (Ember),AFG,0.8797336915655485,-0.07964913449418995
112,Africa (Ember),AFG,0.9836240065157391,0.024967506609529046
113,Africa (Ember),AFG,1.08751432146593,0.12026516412820418
114,Africa (Ember),AFG,1.1914046364161206,0.260017642631104
115,Africa (Ember),AFG,1.2952949513663112,0.5440749310538833
116,Africa (Ember),AFG,1.399185266316502,0.5985379732019417
117,Africa (Ember),AFG,1.5030755812666927,0.7262189522330158
118,Albania,ALB,-1.7175241821892193,-0.288908699772628
119,Albania,ALB,-1.6136338672390287,-0.288908699772628
120,Albania,ALB,-1.5097435522888378,-0.288908699772628
121,Albania,ALB,-1.4058532373386472,-0.288908699772628
122,Albania,ALB,-1.3019629223884566,-0.288908699772628
123,Albania,ALB,-1.1980726074382657,-0.288908699772628
124,Albania,ALB,-1.094182292488075,-0.288908699772628
125,Albania,ALB,-0.9902919775378843,-0.288908699772628
126,Albania,ALB,-0.8864016625876936,-0.288908699772628
127,Albania,ALB,-0.782511347637503,-0.288908699772628
128,Albania,ALB,-0.6786210326873122,-0.288908699772628
129,Albania,ALB,-0.5747307177371215,-0.288908699772628
130,Albania,ALB,-0.4708404027869308,-0.288908699772628
131,Albania,ALB,-0.3669500878367401,-0.288908699772628
132,Albania,ALB,-0.26305977288654936,-0.288908699772628
133,Albania,ALB,-0.15916945793635867,-0.288908699772628
134,Albania,ALB,-0.055279142986167956,-0.288908699772628
135,Albania,ALB,0.04861117196402275,-0.288908699772628
136,Albania,ALB,0.15250148691421347,-0.288908699772628
137,Albania,ALB,0.2563918018644042,-0.288908699772628
138,Albania,ALB,0.3602821168145949,-0.288908699772628
139,Albania,ALB,0.4641724317647856,-0.288908699772628
140,Albania,ALB,0.5680627467149764,-0.288908699772628
141,Albania,ALB,0.671953061665167,-0.288908699772628
142,Albania,ALB,0.7758433766153577,-0.288908699772628
143,Albania,ALB,0.8797336915655485,-0.288908699772628
144,Albania,ALB,0.9836240065157391,-0.288908699772628
145,Albania,ALB,1.08751432146593,-0.288908699772628
146,Albania,ALB,1.1914046364161206,-0.288908699772628
147,Albania,ALB,1.2952949513663112,-0.09748900907149163
148,Albania,ALB,1.399185266316502,-0.007727245156198873
149,Algeria,DZA,-2.236975756940173,-0.288908699772628
150,Algeria,DZA,-2.1330854419899823,-0.288908699772628
151,Algeria,DZA,-2.0291951270397917,-0.288908699772628
152,Algeria,DZA,-1.9253048120896008,-0.288908699772628
153,Algeria,DZA,-1.82141449713941,-0.288908699772628
154,Algeria,DZA,-1.7175241821892193,-0.288908699772628
155,Algeria,DZA,-1.6136338672390287,-0.288908699772628
156,Algeria,DZA,-1.5097435522888378,-0.288908699772628
157,Algeria,DZA,-1.4058532373386472,-0.288908699772628
158,Algeria,DZA,-1.3019629223884566,-0.288908699772628
159,Algeria,DZA,-1.1980726074382657,-0.288908699772628
160,Algeria,DZA,-1.094182292488075,-0.288908699772628
161,Algeria,DZA,-0.9902919775378843,-0.288908699772628
162,Algeria,DZA,-0.8864016625876936,-0.288908699772628
163,Algeria,DZA,-0.782511347637503,-0.288908699772628
164,Algeria,DZA,-0.6786210326873122,-0.288908699772628
165,Algeria,DZA,-0.5747307177371215,-0.288908699772628
166,Algeria,DZA,-0.4708404027869308,-0.288908699772628
167,Algeria,DZA,-0.3669500878367401,-0.288908699772628
168,Algeria,DZA,-0.26305977288654936,-0.288908699772628
169,Algeria,DZA,-0.15916945793635867,-0.288908699772628
170,Algeria,DZA,-0.055279142986167956,-0.288908699772628
171,Algeria,DZA,0.04861117196402275,-0.288908699772628
172,Algeria,DZA,0.15250148691421347,-0.288908699772628
173,Algeria,DZA,0.2563918018644042,-0.288908699772628
174,Algeria,DZA,0.3602821168145949,-0.288908699772628
175,Algeria,DZA,0.4641724317647856,-0.288908699772628
176,Algeria,DZA,0.5680627467149764,-0.288908699772628
177,Algeria,DZA,0.671953061665167,-0.288908699772628
178,Algeria,DZA,0.7758433766153577,-0.288908699772628
179,Algeria,DZA,0.8797336915655485,-0.24274068640737356
180,Algeria,DZA,0.9836240065157391,-0.22181432027969197
181,Algeria,DZA,1.08751432146593,0.10785209920234769
182,Algeria,DZA,1.1914046364161206,0.15971042481213574
183,Algeria,DZA,1.2952949513663112,0.1523873968497179
184,Algeria,DZA,1.399185266316502,0.16266702891942525
185,Algeria,DZA,1.5030755812666927,0.23099050156348994
186,American Samoa,ASM,-0.6786210326873122,-0.288908699772628
187,American Samoa,ASM,-0.5747307177371215,-0.288908699772628
188,American Samoa,ASM,-0.4708404027869308,-0.288908699772628
189,American Samoa,ASM,-0.3669500878367401,-0.288908699772628
190,American Samoa,ASM,-0.26305977288654936,-0.288908699772628
191,American Samoa,ASM,-0.15916945793635867,-0.288908699772628
192,American Samoa,ASM,-0.055279142986167956,-0.288908699772628
193,American Samoa,ASM,0.04861117196402275,-0.288908699772628
194,American Samoa,ASM,0.15250148691421347,-0.288908699772628
195,American Samoa,ASM,0.2563918018644042,-0.288908699772628
196,American Samoa,ASM,0.3602821168145949,-0.288908699772628
197,American Samoa,ASM,0.4641724317647856,-0.288908699772628
198,American Samoa,ASM,0.5680627467149764,-0.288908699772628
199,American Samoa,ASM,0.671953061665167,-0.288908699772628
200,American Samoa,ASM,0.7758433766153577,-0.288908699772628
201,American Samoa,ASM,0.8797336915655485,-0.288908699772628
202,American Samoa,ASM,0.9836240065157391,-0.288908699772628
203,American Samoa,ASM,1.08751432146593,-0.288908699772628
204,American Samoa,ASM,1.1914046364161206,-0.288908699772628
205,American Samoa,ASM,1.2952949513663112,-0.288908699772628
206,American Samoa,ASM,1.399185266316502,-0.288908699772628
207,American Samoa,ASM,1.5030755812666927,-0.288908699772628
208,Angola,AGO,-0.6786210326873122,-0.288908699772628
209,Angola,AGO,-0.5747307177371215,-0.288908699772628
210,Angola,AGO,-0.4708404027869308,-0.288908699772628
211,Angola,AGO,-0.3669500878367401,-0.288908699772628
212,Angola,AGO,-0.26305977288654936,-0.288908699772628
213,Angola,AGO,-0.15916945793635867,-0.288908699772628
214,Angola,AGO,-0.055279142986167956,-0.288908699772628
215,Angola,AGO,0.04861117196402275,-0.288908699772628
216,Angola,AGO,0.15250148691421347,-0.288908699772628
217,Angola,AGO,0.2563918018644042,-0.288908699772628
218,Angola,AGO,0.3602821168145949,-0.19535772925112171
219,Angola,AGO,0.4641724317647856,-0.1989102986339228
220,Angola,AGO,0.5680627467149764,-0.2063728543175085
221,Angola,AGO,0.671953061665167,-0.22646312913112288
222,Angola,AGO,0.7758433766153577,-0.18094965929278523
223,Angola,AGO,0.8797336915655485,-0.18199331271176786
224,Angola,AGO,0.9836240065157391,-0.19141777198772347
225,Angola,AGO,1.08751432146593,-0.19562075903759296
226,Angola,AGO,1.1914046364161206,-0.21138670969264975
227,Angola,AGO,1.2952949513663112,-0.22427348205665412
228,Angola,AGO,1.399185266316502,-0.228945911331294
229,Angola,AGO,1.5030755812666927,-0.22832547955757446
230,Antigua and Barbuda,ATG,-0.6786210326873122,-0.288908699772628
231,Antigua and Barbuda,ATG,-0.5747307177371215,-0.288908699772628
232,Antigua and Barbuda,ATG,-0.4708404027869308,-0.288908699772628
233,Antigua and Barbuda,ATG,-0.3669500878367401,-0.288908699772628
234,Antigua and Barbuda,ATG,-0.26305977288654936,-0.288908699772628
235,Antigua and Barbuda,ATG,-0.15916945793635867,-0.288908699772628
236,Antigua and Barbuda,ATG,-0.055279142986167956,-0.288908699772628
237,Antigua and Barbuda,ATG,0.04861117196402275,-0.288908699772628
238,Antigua and Barbuda,ATG,0.15250148691421347,-0.288908699772628
239,Antigua and Barbuda,ATG,0.2563918018644042,-0.288908699772628
240,Antigua and Barbuda,ATG,0.3602821168145949,-0.288908699772628
241,Antigua and Barbuda,ATG,0.4641724317647856,-0.288908699772628
242,Antigua and Barbuda,ATG,0.5680627467149764,-0.288908699772628
243,Antigua and Barbuda,ATG,0.671953061665167,-0.288908699772628
244,Antigua and Barbuda,ATG,0.7758433766153577,-0.288908699772628
245,Antigua and Barbuda,ATG,0.8797336915655485,1.219246363677056
246,Antigua and Barbuda,ATG,0.9836240065157391,-0.288908699772628
247,Antigua and Barbuda,ATG,1.08751432146593,1.219246363677056
248,Antigua and Barbuda,ATG,1.1914046364161206,1.219246363677056
249,Antigua and Barbuda,ATG,1.2952949513663112,1.1748888413177228
250,Antigua and Barbuda,ATG,1.399185266316502,2.72740142712674
251,Antigua and Barbuda,ATG,1.5030755812666927,2.5550410190837507
252,Argentina,ARG,-2.236975756940173,-0.288908699772628
253,Argentina,ARG,-2.1330854419899823,-0.288908699772628
254,Argentina,ARG,-2.0291951270397917,-0.288908699772628
255,Argentina,ARG,-1.9253048120896008,-0.288908699772628
256,Argentina,ARG,-1.82141449713941,-0.288908699772628
257,Argentina,ARG,-1.7175241821892193,-0.288908699772628
258,Argentina,ARG,-1.6136338672390287,-0.288908699772628
259,Argentina,ARG,-1.5097435522888378,-0.288908699772628
260,Argentina,ARG,-1.4058532373386472,-0.288908699772628
261,Argentina,ARG,-1.3019629223884566,-0.288908699772628
262,Argentina,ARG,-1.1980726074382657,-0.288908699772628
263,Argentina,ARG,-1.094182292488075,-0.288908699772628
264,Argentina,ARG,-0.9902919775378843,-0.288908699772628
265,Argentina,ARG,-0.8864016625876936,-0.2888972924639288
266,Argentina,ARG,-0.782511347637503,-0.28889267399731766
267,Argentina,ARG,-0.6786210326873122,-0.288908699772628
268,Argentina,ARG,-0.5747307177371215,-0.288908699772628
269,Argentina,ARG,-0.4708404027869308,-0.288908699772628
270,Argentina,ARG,-0.3669500878367401,-0.288908699772628
271,Argentina,ARG,-0.26305977288654936,-0.288908699772628
272,Argentina,ARG,-0.15916945793635867,-0.288908699772628
273,Argentina,ARG,-0.055279142986167956,-0.288908699772628
274,Argentina,ARG,0.04861117196402275,-0.288908699772628
275,Argentina,ARG,0.15250148691421347,-0.288908699772628
276,Argentina,ARG,0.2563918018644042,-0.288908699772628
277,Argentina,ARG,0.3602821168145949,-0.288908699772628
278,Argentina,ARG,0.4641724317647856,-0.288908699772628
279,Argentina,ARG,0.5680627467149764,-0.2850413350473811
280,Argentina,ARG,0.671953061665167,-0.28514714603283803
281,Argentina,ARG,0.7758433766153577,-0.2813570543824064
282,Argentina,ARG,0.8797336915655485,-0.2852967453810255
283,Argentina,ARG,0.9836240065157391,-0.28534459798943684
284,Argentina,ARG,1.08751432146593,-0.28172545434926005
285,Argentina,ARG,1.1914046364161206,-0.24974564989308745
286,Argentina,ARG,1.2952949513663112,0.006357171253528117
287,Argentina,ARG,1.399185266316502,0.18836379980663734
288,Argentina,ARG,1.5030755812666927,0.447381100479413
289,Armenia,ARM,-0.6786210326873122,-0.288908699772628
290,Armenia,ARM,-0.5747307177371215,-0.288908699772628
291,Armenia,ARM,-0.4708404027869308,-0.288908699772628
292,Armenia,ARM,-0.3669500878367401,-0.288908699772628
293,Armenia,ARM,-0.26305977288654936,-0.288908699772628
294,Armenia,ARM,-0.15916945793635867,-0.288908699772628
295,Armenia,ARM,-0.055279142986167956,-0.288908699772628
296,Armenia,ARM,0.04861117196402275,-0.288908699772628
297,Armenia,ARM,0.15250148691421347,-0.288908699772628
298,Armenia,ARM,0.2563918018644042,-0.288908699772628
299,Armenia,ARM,0.3602821168145949,-0.288908699772628
300,Armenia,ARM,0.4641724317647856,-0.288908699772628
301,Armenia,ARM,0.5680627467149764,-0.288908699772628
302,Armenia,ARM,0.671953061665167,-0.288908699772628
303,Armenia,ARM,0.7758433766153577,-0.288908699772628
304,Armenia,ARM,0.8797336915655485,-0.288908699772628
305,Armenia,ARM,0.9836240065157391,-0.288908699772628
306,Armenia,ARM,1.08751432146593,-0.288908699772628
307,Armenia,ARM,1.1914046364161206,-0.1540330473334047
308,Armenia,ARM,1.2952949513663112,0.12015253661509454
309,Armenia,ARM,1.399185266316502,0.6463499202441855
310,Armenia,ARM,1.5030755812666927,0.323006682082885
311,Aruba,ABW,-0.6786210326873122,-0.288908699772628
312,Aruba,ABW,-0.5747307177371215,-0.288908699772628
313,Aruba,ABW,-0.4708404027869308,-0.288908699772628
314,Aruba,ABW,-0.3669500878367401,-0.288908699772628
315,Aruba,ABW,-0.26305977288654936,-0.288908699772628
316,Aruba,ABW,-0.15916945793635867,-0.288908699772628
317,Aruba,ABW,-0.055279142986167956,-0.288908699772628
318,Aruba,ABW,0.04861117196402275,-0.288908699772628
319,Aruba,ABW,0.15250148691421347,-0.288908699772628
320,Aruba,ABW,0.2563918018644042,-0.288908699772628
321,Aruba,ABW,0.3602821168145949,-0.288908699772628
322,Aruba,ABW,0.4641724317647856,-0.288908699772628
323,Aruba,ABW,0.5680627467149764,-0.288908699772628
324,Aruba,ABW,0.671953061665167,-0.288908699772628
325,Aruba,ABW,0.7758433766153577,0.2702948658755199
326,Aruba,ABW,0.8797336915655485,0.24624314349353116
327,Aruba,ABW,0.9836240065157391,0.26408153992804045
328,Aruba,ABW,1.08751432146593,0.24624314349353116
329,Aruba,ABW,1.1914046364161206,0.25800463113187927
330,Aruba,ABW,1.2952949513663112,0.252059958881159
331,Aruba,ABW,1.399185266316502,0.2766494365787241
332,Aruba,ABW,1.5030755812666927,0.24624314349353116
333,Asia,ABW,-2.236975756940173,-0.288908699772628
334,Asia,ABW,-2.1330854419899823,-0.288908699772628
335,Asia,ABW,-2.0291951270397917,-0.288908699772628
336,Asia,ABW,-1.9253048120896008,-0.288908699772628
337,Asia,ABW,-1.82141449713941,-0.288908699772628
338,Asia,ABW,-1.7175241821892193,-0.2888385672871208
339,Asia,ABW,-1.6136338672390287,-0.2888421014070917
340,Asia,ABW,-1.5097435522888378,-0.28866446260588285
341,Asia,ABW,-1.4058532373386472,-0.2884812154024432
342,Asia,ABW,-1.3019629223884566,-0.2884077499139693
343,Asia,ABW,-1.1980726074382657,-0.28826162360411467
344,Asia,ABW,-1.094182292488075,-0.2880052743760669
345,Asia,ABW,-0.9902919775378843,-0.28752380972417463
346,Asia,ABW,-0.8864016625876936,-0.2869780818936511
347,Asia,ABW,-0.782511347637503,-0.28620343040594337
348,Asia,ABW,-0.6786210326873122,-0.2847232558390183
349,Asia,ABW,-0.5747307177371215,-0.28346846539940357
350,Asia,ABW,-0.4708404027869308,-0.281687314283685
351,Asia,ABW,-0.3669500878367401,-0.2799476691189642
352,Asia,ABW,-0.26305977288654936,-0.27815916411843017
353,Asia,ABW,-0.15916945793635867,-0.27659839314386275
354,Asia,ABW,-0.055279142986167956,-0.275214242316113
355,Asia,ABW,0.04861117196402275,-0.27394001803146106
356,Asia,ABW,0.15250148691421347,-0.2713367652029391
357,Asia,ABW,0.2563918018644042,-0.2659049258844701
358,Asia,ABW,0.3602821168145949,-0.2595147005854233
359,Asia,ABW,0.4641724317647856,-0.23944076696387886
360,Asia,ABW,0.5680627467149764,-0.21732820169675604
361,Asia,ABW,0.671953061665167,-0.15543299288831333
362,Asia,ABW,0.7758433766153577,-0.034530129704971005
363,Asia,ABW,0.8797336915655485,0.10170689224611577
364,Asia,ABW,0.9836240065157391,0.28395275597057573
365,Asia,ABW,1.08751432146593,0.5536355287740988
366,Asia,ABW,1.1914046364161206,0.8426792846266087
367,Asia,ABW,1.2952949513663112,1.096529505741914
368,Asia,ABW,1.399185266316502,1.3595716847234343
369,Asia,ABW,1.5030755812666927,1.6097824395766238
370,Asia (Ember),ABW,-0.6786210326873122,-0.28410872270111576
371,Asia (Ember),ABW,-0.5747307177371215,-0.282673840967577
372,Asia (Ember),ABW,-0.4708404027869308,-0.28063489901155036
373,Asia (Ember),ABW,-0.3669500878367401,-0.27865510192833276
374,Asia (Ember),ABW,-0.26305977288654936,-0.2766603372806907
375,Asia (Ember),ABW,-0.15916945793635867,-0.2748616793801681
376,Asia (Ember),ABW,-0.055279142986167956,-0.2733015225565117
377,Asia (Ember),ABW,0.04861117196402275,-0.271905645129275
378,Asia (Ember),ABW,0.15250148691421347,-0.26893325077404723
379,Asia (Ember),ABW,0.2563918018644042,-0.26293851228410325
380,Asia (Ember),ABW,0.3602821168145949,-0.2561145122960992
381,Asia (Ember),ABW,0.4641724317647856,-0.23437135432277018
382,Asia (Ember),ABW,0.5680627467149764,-0.21037358465039774
383,Asia (Ember),ABW,0.671953061665167,-0.14209958250921903
384,Asia (Ember),ABW,0.7758433766153577,-0.00898808602743921
385,Asia (Ember),ABW,0.8797336915655485,0.14358220972704197
386,Asia (Ember),ABW,0.9836240065157391,0.3405123221971773
387,Asia (Ember),ABW,1.08751432146593,0.6331371651368682
388,Asia (Ember),ABW,1.1914046364161206,0.9237739309052481
389,Asia (Ember),ABW,1.2952949513663112,1.1834301675096637
390,Asia (Ember),ABW,1.399185266316502,1.456448964265347
391,Asia (Ember),ABW,1.5030755812666927,1.719256780472129
392,Asia Pacific (BP),ABW,-2.236975756940173,-0.288908699772628
393,Asia Pacific (BP),ABW,-2.1330854419899823,-0.288908699772628
394,Asia Pacific (BP),ABW,-2.0291951270397917,-0.288908699772628
395,Asia Pacific (BP),ABW,-1.9253048120896008,-0.288908699772628
396,Asia Pacific (BP),ABW,-1.82141449713941,-0.288908699772628
397,Asia Pacific (BP),ABW,-1.7175241821892193,-0.2888280761263475
398,Asia Pacific (BP),ABW,-1.6136338672390287,-0.28873026668616386
399,Asia Pacific (BP),ABW,-1.5097435522888378,-0.288414625716641
400,Asia Pacific (BP),ABW,-1.4058532373386472,-0.28817373826035536
401,Asia Pacific (BP),ABW,-1.3019629223884566,-0.28807190731123217
402,Asia Pacific (BP),ABW,-1.1980726074382657,-0.2878730512185188
403,Asia Pacific (BP),ABW,-1.094182292488075,-0.2875408976023159
404,Asia Pacific (BP),ABW,-0.9902919775378843,-0.28695373608555325
405,Asia Pacific (BP),ABW,-0.8864016625876936,-0.2862851013288346
406,Asia Pacific (BP),ABW,-0.782511347637503,-0.28538107218310793
407,Asia Pacific (BP),ABW,-0.6786210326873122,-0.2839330740474735
408,Asia Pacific (BP),ABW,-0.5747307177371215,-0.28214607008352605
409,Asia Pacific (BP),ABW,-0.4708404027869308,-0.280244242793001
410,Asia Pacific (BP),ABW,-0.3669500878367401,-0.27801019370258173
411,Asia Pacific (BP),ABW,-0.26305977288654936,-0.2758243718824911
412,Asia Pacific (BP),ABW,-0.15916945793635867,-0.2734688184591486
413,Asia Pacific (BP),ABW,-0.055279142986167956,-0.2712495896165658
414,Asia Pacific (BP),ABW,0.04861117196402275,-0.2694098791617066
415,Asia Pacific (BP),ABW,0.15250148691421347,-0.26621187940567176
416,Asia Pacific (BP),ABW,0.2563918018644042,-0.259971984214766
417,Asia Pacific (BP),ABW,0.3602821168145949,-0.24829564855046993
418,Asia Pacific (BP),ABW,0.4641724317647856,-0.22070328445240217
419,Asia Pacific (BP),ABW,0.5680627467149764,-0.19474943616518275
420,Asia Pacific (BP),ABW,0.671953061665167,-0.12470549987200819
421,Asia Pacific (BP),ABW,0.7758433766153577,0.014294320265554883
422,Asia Pacific (BP),ABW,0.8797336915655485,0.16690843275116363
423,Asia Pacific (BP),ABW,0.9836240065157391,0.3555601642083294
424,Asia Pacific (BP),ABW,1.08751432146593,0.6577337598182491
425,Asia Pacific (BP),ABW,1.1914046364161206,0.9564773673819957
426,Asia Pacific (BP),ABW,1.2952949513663112,1.2304401847601552
427,Asia Pacific (BP),ABW,1.399185266316502,1.5047544218776285
428,Asia Pacific (BP),ABW,1.5030755812666927,1.7791250474053333
429,Australia,AUS,-2.236975756940173,-0.288908699772628
430,Australia,AUS,-2.1330854419899823,-0.288908699772628
431,Australia,AUS,-2.0291951270397917,-0.288908699772628
432,Australia,AUS,-1.9253048120896008,-0.288908699772628
433,Australia,AUS,-1.82141449713941,-0.288908699772628
434,Australia,AUS,-1.7175241821892193,-0.288908699772628
435,Australia,AUS,-1.6136338672390287,-0.28719158359436736
436,Australia,AUS,-1.5097435522888378,-0.28517756904834674
437,Australia,AUS,-1.4058532373386472,-0.2845150721178241
438,Australia,AUS,-1.3019629223884566,-0.2838189504746891
439,Australia,AUS,-1.1980726074382657,-0.2829014528103598
440,Australia,AUS,-1.094182292488075,-0.28183541573074034
441,Australia,AUS,-0.9902919775378843,-0.2808368018701045
442,Australia,AUS,-0.8864016625876936,-0.2800263028316853
443,Australia,AUS,-0.782511347637503,-0.27914247795693603
444,Australia,AUS,-0.6786210326873122,-0.27886245052373376
445,Australia,AUS,-0.5747307177371215,-0.27950632554260363
446,Australia,AUS,-0.4708404027869308,-0.27731507341409256
447,Australia,AUS,-0.3669500878367401,-0.27493057476965005
448,Australia,AUS,-0.26305977288654936,-0.2732910088304205
449,Australia,AUS,-0.15916945793635867,-0.2704500557101343
450,Australia,AUS,-0.055279142986167956,-0.2685402733238533
451,Australia,AUS,0.04861117196402275,-0.2650562997204463
452,Australia,AUS,0.15250148691421347,-0.26072318434495734
453,Australia,AUS,0.2563918018644042,-0.2549858104228292
